,TimeSpent_minutes,Age_Range,humidity(%),Hour,TotalSpent_RM,Basket_colour,Pants_Colour,windspeed(km/h),Shirt_Colour,Day,temperature(Celcius),Body_Size,Dryer_No,Washer_No,Race
3367,60,35,69.0,13,10,7,1,6.0,6,3,28.0,2,9,5,3
332,17,51,91.0,8,10,6,10,6.0,0,7,25.0,2,9,4,1
1592,15,59,89.0,5,13,9,9,4.0,9,1,25.0,0,7,3,2
2384,41,33,78.0,15,17,9,10,6.0,6,1,26.0,0,7,6,0
1575,39,40,81.0,19,18,9,2,5.0,2,4,26.0,0,8,6,3
2841,20,51,86.0,15,14,6,0,4.0,2,7,27.0,2,8,4,2
472,58,41,94.0,14,19,6,2,4.0,1,5,25.0,1,10,4,2
901,44,43,89.0,12,21,10,7,3.0,6,1,25.0,0,8,3,3
865,17,55,89.0,6,13,8,5,6.0,6,1,26.0,1,9,3,2
2525,56,54,87.0,11,17,1,8,7.0,7,5,26.0,0,9,3,1
1329,45,50,91.0,1,14,6,10,3.0,8,5,26.0,1,7,4,2
1342,55,33,91.0,11,21,5,4,4.0,9,2,26.0,0,8,6,3
741,26,32,90.0,4,19,0,6,5.0,10,7,26.0,0,7,5,2
3685,51,48,85.0,5,11,2,1,4.0,7,1,26.0,2,10,6,3
3484,47,33,85.0,18,11,9,1,5.0,7,5,26.0,1,8,3,0
2180,41,39,81.0,3,15,4,7,5.0,8,3,28.0,0,10,6,1
3691,35,57,83.0,5,15,4,4,8.0,0,2,26.0,2,8,6,0
3321,59,41,92.0,22,10,6,6,3.0,3,6,26.0,1,9,5,0
1628,56,42,82.0,20,12,10,5,5.0,3,4,26.0,1,9,3,0
2966,46,30,83.0,13,9,10,9,4.0,10,6,26.0,1,7,6,0
2438,39,30,71.0,1,8,1,0,10.0,6,6,28.0,2,7,3,2
1149,14,50,69.0,12,13,10,11,9.0,9,4,27.0,1,8,5,1
3220,21,32,83.0,7,19,9,11,4.0,6,6,26.0,0,7,3,2
3350,26,37,91.0,12,11,9,9,4.0,1,6,26.0,1,7,5,0
256,43,39,72.0,21,14,4,6,7.0,5,3,26.0,0,8,4,0
3953,40,26,90.0,6,8,3,0,3.0,4,1,25.0,0,8,3,1
633,40,28,88.0,18,14,6,10,5.0,10,6,26.0,2,7,4,3
2337,17,37,91.0,21,12,8,1,3.0,7,5,25.0,1,7,4,3
3182,29,35,85.0,2,9,10,0,4.0,3,5,26.0,2,10,5,3
777,28,40,90.0,4,19,7,4,4.0,4,7,25.0,0,10,4,0
3123,52,50,88.0,8,9,4,0,5.0,3,1,26.0,2,8,3,0
2101,15,35,78.0,11,21,2,6,6.0,10,7,26.0,0,8,6,2
557,40,42,87.0,3,9,0,5,5.0,0,6,26.0,2,7,6,3
3688,52,39,85.0,7,13,10,0,3.0,3,7,26.0,0,7,3,1
1985,44,34,87.0,17,9,5,3,6.0,4,1,26.0,0,7,3,2
2088,25,30,93.0,10,13,0,4,5.0,0,7,26.0,2,10,3,2
261,14,30,73.0,23,21,6,2,6.0,9,3,25.0,2,8,3,2
2131,43,31,88.0,16,7,0,1,4.0,0,3,26.0,2,10,6,0
3960,47,37,86.0,3,17,1,10,4.0,5,1,26.0,1,8,4,3
3215,12,36,85.0,8,21,1,5,5.0,8,7,26.0,0,8,3,3
1889,47,23,76.0,23,19,6,5,6.0,2,4,26.0,2,7,3,0
2683,28,22,84.0,18,14,5,8,5.0,5,2,27.0,0,10,5,1
2078,55,32,73.0,21,13,8,2,6.0,9,4,27.0,0,7,4,1
3209,21,45,88.0,6,16,9,2,4.0,8,6,27.0,0,8,3,3
3637,54,58,84.0,21,16,2,2,6.0,0,1,26.0,1,8,3,3
208,52,29,84.0,8,14,0,6,5.0,7,1,27.0,0,9,6,0
3545,49,41,85.0,14,7,2,1,4.0,6,7,27.0,0,10,6,1
1913,40,20,85.0,7,11,7,3,4.0,0,7,27.0,0,7,5,1
1606,36,33,84.0,10,11,7,6,5.0,1,6,26.0,0,7,3,1
1020,44,18,84.0,5,16,9,1,5.0,5,1,26.0,0,10,6,1
3544,58,42,86.0,13,10,9,6,5.0,10,1,27.0,2,10,5,3
1403,43,18,76.0,13,12,9,0,6.0,9,1,26.0,2,10,5,0
2708,47,46,89.0,4,11,3,2,5.0,5,4,26.0,0,7,4,1
2096,34,28,88.0,9,19,6,1,6.0,4,6,25.0,0,8,4,0
209,43,46,86.0,8,7,6,3,5.0,4,1,26.0,2,8,5,0
153,36,50,83.0,9,13,0,8,6.0,8,6,27.0,0,7,3,0
3047,37,30,88.0,9,21,10,2,5.0,2,3,27.0,2,9,6,3
1590,22,33,86.0,22,14,10,8,6.0,5,6,26.0,1,10,6,0
2442,49,49,88.0,13,12,2,4,5.0,2,6,26.0,1,10,6,1
1147,35,44,94.0,18,19,0,10,4.0,4,4,25.0,2,7,4,1
1967,15,20,86.0,21,15,2,1,4.0,9,5,26.0,2,8,6,0
2316,50,33,78.0,13,15,6,7,6.0,7,1,26.0,1,9,6,2
2433,13,31,86.0,7,21,1,2,5.0,6,4,26.0,1,8,6,3
1633,54,50,88.0,1,17,4,7,4.0,3,4,25.0,2,9,6,1
2089,22,19,86.0,13,15,0,1,4.0,2,6,26.0,2,9,3,1
597,47,51,88.0,11,10,9,2,5.0,0,6,26.0,1,7,4,1
1931,13,49,90.0,18,14,1,9,4.0,3,1,26.0,2,9,5,3
1656,23,26,88.0,1,10,2,1,4.0,5,5,26.0,2,9,5,1
680,39,54,89.0,3,19,5,8,5.0,7,7,26.0,2,7,3,3
2916,30,19,89.0,2,8,6,8,5.0,0,3,26.0,1,7,3,3
3891,46,57,76.0,9,7,5,7,6.0,9,1,26.0,2,8,4,2
1565,30,19,89.0,23,19,2,9,6.0,7,1,26.0,1,10,6,3
2868,44,58,91.0,9,11,10,8,5.0,5,3,26.0,1,9,4,2
1328,59,34,79.0,21,11,8,3,6.0,7,3,27.0,2,10,6,0
2087,27,23,78.0,4,9,1,9,6.0,2,1,26.0,0,9,5,1
3763,59,18,78.0,0,12,4,0,7.0,4,7,27.0,2,7,4,0
1518,36,58,83.0,16,10,5,1,6.0,4,6,26.0,1,10,3,3
2287,25,56,91.0,20,11,2,7,6.0,3,5,25.0,2,8,4,3
3019,53,43,86.0,3,7,3,6,4.0,9,1,27.0,0,9,5,1
221,16,49,91.0,18,8,9,2,3.0,5,5,25.0,0,8,5,0
225,30,29,90.0,8,11,2,11,5.0,7,7,25.0,2,9,6,0
3848,47,34,78.0,4,16,5,3,6.0,8,4,27.0,1,8,5,1
3122,51,42,86.0,5,15,6,4,4.0,0,7,27.0,0,8,6,0
2517,42,46,90.0,2,14,0,0,5.0,3,3,25.0,0,7,4,0
3004,52,30,83.0,14,11,8,3,6.0,0,2,27.0,1,10,4,3
2393,19,23,86.0,22,9,10,4,5.0,9,5,25.0,2,10,6,2
1760,52,20,74.0,10,14,7,2,7.0,6,2,27.0,2,8,3,1
1360,48,18,94.0,14,9,8,1,4.0,8,7,26.0,2,7,6,3
2324,11,53,77.0,14,11,7,1,10.0,1,2,27.0,2,8,3,3
3549,32,42,94.0,17,15,1,10,4.0,3,7,25.0,1,10,3,1
2962,17,38,87.0,9,21,6,1,6.0,2,2,27.0,1,7,4,1
1492,58,50,82.0,2,17,2,7,7.0,0,5,27.0,0,7,6,2
2903,35,22,79.0,19,9,9,1,6.0,5,4,26.0,1,10,6,2
2919,38,22,84.0,2,9,6,0,7.0,1,1,27.0,0,8,3,0
2009,41,56,85.0,16,10,0,1,5.0,7,1,26.0,2,10,3,0
205,36,30,84.0,8,15,1,3,5.0,4,7,26.0,0,10,3,1
1027,42,45,81.0,23,9,3,1,5.0,10,4,25.0,1,10,5,3
3612,51,39,76.0,8,17,0,2,6.0,1,7,26.0,1,9,5,0
2751,48,20,74.0,21,7,10,8,12.0,5,6,29.0,1,9,5,2
1046,60,54,90.0,0,16,9,3,2.0,6,6,25.0,1,9,5,3
693,44,42,90.0,4,12,7,0,4.0,4,7,25.0,1,9,3,1
3126,43,55,89.0,6,7,10,7,5.0,8,3,26.0,0,8,5,3
3731,50,18,84.0,18,12,3,0,10.0,1,2,27.0,1,8,3,3
2773,23,53,79.0,10,9,9,6,7.0,5,6,27.0,2,9,3,1
1186,43,32,70.0,17,9,10,0,6.0,6,5,27.0,1,10,4,3
1369,23,50,88.0,10,18,1,8,4.0,9,3,25.0,2,7,4,0
1907,42,21,75.0,7,16,8,4,6.0,2,3,26.0,0,8,5,0
2882,53,26,88.0,3,18,9,5,5.0,5,7,26.0,2,7,5,1
16,46,55,78.0,10,11,1,10,7.0,8,2,27.0,0,7,4,0
2514,48,25,84.0,17,17,7,8,5.0,8,3,28.0,1,7,5,1
2885,53,25,80.0,10,21,2,7,8.0,6,3,28.0,0,9,3,2
2205,21,50,81.0,4,19,3,5,6.0,4,4,26.0,1,9,3,3
3954,45,23,91.0,17,11,4,3,4.0,5,5,26.0,1,9,3,3
1676,16,36,86.0,2,7,7,3,5.0,9,6,25.0,2,10,3,0
1184,40,26,87.0,16,17,9,3,5.0,1,6,25.0,0,9,4,0
2353,24,27,91.0,3,21,0,4,5.0,8,2,26.0,1,10,6,0
656,43,34,90.0,0,19,6,2,4.0,1,7,25.0,2,7,3,2
1571,21,29,88.0,19,16,4,3,5.0,3,7,26.0,1,10,3,2
1737,43,34,75.0,5,14,7,5,10.0,9,6,28.0,1,10,6,2
1419,56,50,82.0,23,15,6,2,7.0,2,6,27.0,1,8,5,3
399,32,55,91.0,10,15,2,2,4.0,7,2,26.0,2,10,4,1
618,36,44,88.0,14,9,0,4,5.0,6,6,26.0,1,8,3,2
508,49,49,94.0,21,21,3,2,5.0,0,5,25.0,2,7,3,0
3288,53,25,85.0,7,14,8,5,5.0,4,5,26.0,0,10,5,0
3869,24,22,87.0,21,7,8,8,5.0,10,7,27.0,2,7,5,3
3060,14,57,88.0,20,10,4,4,5.0,6,5,26.0,2,7,4,0
867,48,55,81.0,20,9,7,2,5.0,2,4,26.0,2,7,4,1
2507,58,23,91.0,1,18,4,7,5.0,3,6,26.0,2,8,6,2
886,38,38,78.0,4,9,6,8,6.0,10,2,27.0,0,10,3,0
2110,39,32,84.0,16,19,2,1,5.0,3,2,27.0,2,8,6,1
599,25,44,88.0,11,14,6,2,5.0,9,6,26.0,2,8,5,2
3154,49,56,88.0,14,18,2,10,5.0,2,1,26.0,0,10,6,1
457,60,34,94.0,8,19,10,2,4.0,6,5,25.0,0,8,3,0
2774,41,32,79.0,10,17,0,1,6.0,7,7,28.0,1,10,4,1
1117,15,43,83.0,20,12,8,8,4.0,4,2,26.0,2,10,3,2
870,42,28,90.0,15,11,2,6,5.0,7,4,26.0,1,8,4,0
790,52,34,75.0,9,12,2,2,7.0,9,6,27.0,1,7,6,0
2260,43,26,73.0,7,12,9,6,6.0,6,6,29.0,1,8,6,3
3322,18,53,90.0,5,12,7,10,4.0,3,2,25.0,0,8,3,3
954,46,19,94.0,9,13,5,5,4.0,7,4,25.0,0,10,6,3
650,31,38,88.0,23,11,9,8,5.0,4,6,25.0,1,9,3,2
733,13,35,90.0,4,13,6,4,5.0,2,7,26.0,1,7,6,2
3745,16,18,94.0,13,19,10,1,4.0,7,7,26.0,2,7,3,2
379,43,51,91.0,20,15,6,9,4.0,4,1,26.0,2,10,6,2
2612,55,43,80.0,22,16,4,2,7.0,10,6,27.0,1,10,4,2
3529,40,58,86.0,9,13,8,4,4.0,3,3,27.0,1,10,3,0
956,28,19,85.0,18,12,4,1,4.0,7,6,27.0,0,9,3,2
171,56,31,85.0,14,17,0,6,6.0,8,6,27.0,1,10,4,0
1944,16,32,84.0,12,8,8,0,7.0,6,2,26.0,1,7,5,3
2279,42,55,86.0,21,16,8,10,4.0,5,5,26.0,2,9,4,1
659,37,51,90.0,0,18,1,2,4.0,2,7,26.0,1,8,4,3
2430,35,40,74.0,10,15,4,11,12.0,2,6,29.0,2,7,5,0
2528,19,59,89.0,14,9,0,9,3.0,4,6,27.0,2,9,4,3
2120,36,45,69.0,3,7,7,3,7.0,1,6,29.0,0,7,5,2
1094,22,21,90.0,7,7,6,7,3.0,3,4,26.0,2,9,6,2
3431,53,54,76.0,1,12,7,0,5.0,0,6,27.0,1,9,3,0
3012,28,35,86.0,17,13,4,11,5.0,9,5,27.0,2,8,4,0
2219,29,26,90.0,5,18,3,11,5.0,2,5,26.0,2,9,5,1
642,38,48,88.0,21,18,3,2,4.0,6,6,26.0,2,7,5,1
168,48,32,86.0,13,13,0,8,4.0,1,6,26.0,0,8,4,0
1517,21,32,70.0,16,20,2,9,5.0,3,1,28.0,2,9,3,3
1800,38,25,87.0,23,15,2,11,6.0,8,3,26.0,1,8,6,3
3198,13,18,79.0,21,9,1,4,6.0,10,7,27.0,0,8,3,0
1917,29,25,87.0,9,14,2,2,6.0,5,7,26.0,0,9,5,3
272,45,45,84.0,17,18,0,11,5.0,0,3,26.0,0,8,4,1
1215,34,26,80.0,11,15,6,0,5.0,9,7,27.0,0,8,4,3
2468,43,20,84.0,7,12,8,1,9.0,0,3,27.0,0,8,4,2
1118,21,31,81.0,12,13,5,3,4.0,2,6,26.0,1,8,4,2
3279,49,52,87.0,8,21,4,7,5.0,2,7,26.0,0,7,4,3
3546,13,41,93.0,18,13,7,10,4.0,3,7,26.0,1,9,6,0
1066,23,60,85.0,23,13,10,9,5.0,5,1,26.0,0,9,5,3
2104,21,44,86.0,12,19,6,7,4.0,5,5,26.0,1,10,3,0
3352,21,28,81.0,8,9,3,11,8.0,6,6,26.0,1,8,3,2
3043,23,52,84.0,8,19,6,8,5.0,6,2,27.0,0,8,4,0
3191,40,29,83.0,9,16,7,1,8.0,8,7,27.0,2,10,6,2
1912,31,34,90.0,12,18,5,1,4.0,3,4,26.0,1,8,4,0
38,38,41,78.0,18,9,0,2,7.0,7,2,27.0,1,10,5,0
306,22,28,86.0,2,20,9,11,4.0,10,6,26.0,2,8,6,3
6,30,45,85.0,23,17,3,2,5.0,1,1,26.0,2,10,5,1
2456,38,48,90.0,11,20,10,4,5.0,2,2,26.0,0,8,5,2
781,16,30,90.0,4,11,2,3,4.0,7,7,25.0,0,8,6,0
1190,42,28,88.0,2,11,0,0,4.0,6,1,26.0,0,8,5,3
534,24,37,94.0,23,13,1,2,4.0,6,5,25.0,0,10,6,2
583,22,37,88.0,11,21,6,1,5.0,8,6,26.0,1,9,5,2
3151,14,26,90.0,19,9,7,1,5.0,4,6,26.0,1,7,6,2
3893,44,39,77.0,20,8,2,6,8.0,3,1,27.0,2,9,5,0
3354,11,50,85.0,7,10,3,9,9.0,5,3,27.0,2,8,5,0
3641,51,34,91.0,0,10,7,10,4.0,8,5,25.0,1,10,6,2
2909,58,23,83.0,9,14,2,4,5.0,1,3,27.0,1,8,6,3
316,24,51,87.0,10,19,1,8,4.0,6,6,26.0,0,9,4,1
2197,44,20,83.0,17,11,3,3,5.0,2,2,26.0,2,9,5,2
2414,32,59,90.0,12,17,10,0,4.0,5,1,26.0,1,8,5,2
2564,24,37,87.0,15,19,10,1,6.0,0,4,26.0,1,10,3,3
3636,20,30,74.0,11,9,4,4,7.0,0,3,26.0,0,9,3,1
1794,22,46,92.0,8,9,10,6,4.0,2,5,26.0,1,9,6,0
2581,39,18,89.0,4,15,2,3,4.0,1,6,26.0,1,7,6,1
2866,55,33,80.0,6,20,1,11,6.0,5,7,28.0,2,10,3,2
271,49,47,84.0,15,11,6,10,4.0,0,3,26.0,1,10,3,2
548,19,31,88.0,0,21,6,11,5.0,4,6,26.0,1,8,6,2
1692,49,58,88.0,3,16,10,5,7.0,10,2,25.0,2,10,3,1
1719,51,44,86.0,22,17,9,2,4.0,2,5,26.0,2,9,5,1
3652,50,56,86.0,0,14,5,1,5.0,5,1,27.0,0,10,3,0
3668,37,46,78.0,15,11,2,4,5.0,8,3,28.0,1,10,3,0
2390,52,28,94.0,2,11,8,5,8.0,3,4,25.0,2,7,4,3
598,25,51,88.0,11,9,0,1,5.0,6,6,26.0,1,7,3,2
1689,32,43,86.0,9,9,5,0,4.0,4,4,27.0,2,10,6,1
894,53,23,88.0,20,10,3,3,6.0,3,5,26.0,1,9,5,3
3453,29,40,84.0,6,14,1,2,4.0,5,6,27.0,2,10,4,3
1775,21,53,77.0,15,7,4,7,9.0,3,6,28.0,1,7,5,1
570,13,55,88.0,8,13,1,1,5.0,6,6,26.0,1,8,4,1
1999,11,27,86.0,18,13,1,2,4.0,7,6,25.0,2,10,3,1
2122,31,46,91.0,17,8,0,7,4.0,4,2,26.0,2,7,6,2
61,60,28,78.0,22,16,6,11,7.0,6,2,27.0,0,10,4,0
1247,38,54,74.0,23,20,4,0,5.0,4,6,29.0,2,8,5,3
3976,28,51,83.0,5,13,9,3,4.0,5,2,26.0,0,9,5,1
1259,60,40,88.0,0,11,10,2,5.0,5,5,26.0,0,9,6,1
809,54,37,69.0,22,13,8,1,6.0,1,3,28.0,2,7,5,0
2292,32,41,75.0,0,14,8,2,6.0,1,5,27.0,2,10,5,1
1049,29,23,88.0,10,9,9,3,4.0,9,7,26.0,0,7,4,1
3226,44,45,89.0,1,17,10,2,3.0,3,2,26.0,2,7,3,0
107,23,54,73.0,20,16,1,2,6.0,2,4,28.0,1,7,3,3
2153,18,25,90.0,16,17,4,4,4.0,5,1,26.0,1,10,3,3
673,35,34,89.0,2,11,3,2,5.0,5,7,26.0,2,9,5,1
2690,40,53,84.0,1,11,8,2,5.0,4,2,27.0,1,7,5,0
3166,45,42,86.0,8,7,8,5,5.0,9,1,26.0,0,10,4,0
665,27,44,90.0,1,13,8,8,5.0,10,7,26.0,0,7,5,3
509,14,28,94.0,21,14,0,6,4.0,6,5,24.0,2,7,6,0
2179,12,46,90.0,21,14,1,8,4.0,5,1,26.0,0,8,6,1
1640,28,18,86.0,11,19,3,7,4.0,7,5,26.0,0,7,3,3
2492,51,60,94.0,2,20,7,1,8.0,10,4,25.0,0,10,6,2
3498,50,18,83.0,20,16,9,10,7.0,10,2,26.0,2,9,3,0
1532,28,20,93.0,2,9,4,4,4.0,6,3,25.0,0,8,3,1
866,31,47,85.0,11,15,1,6,5.0,10,5,26.0,2,10,5,3
1855,12,53,91.0,10,16,4,6,5.0,4,6,26.0,0,9,4,3
1736,29,25,80.0,18,15,6,0,5.0,4,4,26.0,2,7,5,1
3994,53,22,89.0,2,20,3,5,6.0,2,2,25.0,1,7,3,3
1060,51,26,75.0,23,11,9,4,5.0,8,5,29.0,0,8,6,2
3750,39,36,83.0,9,20,8,7,4.0,7,6,26.0,2,8,4,1
2105,53,37,85.0,4,8,9,1,5.0,2,7,27.0,1,10,5,2
3618,51,38,85.0,23,19,9,10,4.0,10,7,26.0,2,7,3,1
1973,40,49,88.0,12,9,9,5,5.0,7,4,26.0,2,8,6,2
589,56,38,87.0,11,19,1,10,4.0,6,6,26.0,1,7,3,1
3761,27,23,76.0,12,20,10,3,5.0,3,6,27.0,1,8,3,2
3455,41,59,94.0,16,14,7,7,3.0,9,4,25.0,0,9,3,2
86,26,53,74.0,19,16,6,4,9.0,4,3,27.0,1,7,4,0
3832,48,49,80.0,11,10,5,0,8.0,6,6,28.0,1,10,3,2
771,33,42,90.0,4,17,6,2,4.0,9,7,25.0,0,10,3,3
3168,11,20,75.0,14,14,4,6,10.0,1,5,29.0,0,8,4,1
1249,18,23,87.0,7,8,7,1,4.0,1,3,27.0,1,7,3,1
708,33,48,90.0,4,11,4,0,5.0,6,7,26.0,1,10,6,1
2472,32,48,84.0,9,21,10,1,4.0,5,6,26.0,1,10,3,0
3526,38,42,74.0,3,11,9,2,10.0,8,6,28.0,0,7,6,0
3532,14,37,90.0,13,10,2,4,4.0,10,1,25.0,0,9,3,2
3511,18,47,89.0,9,15,4,10,6.0,6,2,26.0,0,9,6,2
2586,46,58,84.0,6,12,7,2,9.0,6,3,27.0,1,8,5,0
1860,16,23,73.0,23,8,3,8,7.0,7,4,27.0,1,8,5,1
3368,42,37,85.0,22,18,7,4,5.0,10,7,26.0,2,9,5,3
2128,26,40,86.0,12,19,4,8,7.0,7,3,26.0,1,8,5,3
3602,21,45,90.0,14,16,9,5,4.0,5,1,27.0,0,8,3,1
3364,14,45,83.0,13,7,4,1,4.0,7,6,26.0,2,9,6,0
418,11,31,92.0,16,7,4,2,4.0,2,3,25.0,0,9,5,2
1461,21,34,86.0,5,17,5,3,4.0,6,3,27.0,1,8,6,0
1484,26,39,86.0,20,19,7,4,5.0,2,1,27.0,1,9,6,1
3825,54,29,89.0,2,20,0,7,5.0,5,2,26.0,0,7,6,1
3669,28,18,82.0,9,17,5,6,5.0,3,4,26.0,2,7,6,3
3816,56,40,80.0,20,8,7,5,6.0,4,4,26.0,0,10,4,2
851,12,40,85.0,15,8,2,1,5.0,7,1,26.0,0,8,6,0
1004,24,18,92.0,11,11,9,9,4.0,2,6,26.0,0,10,3,0
1996,45,32,83.0,23,16,3,1,5.0,6,2,26.0,0,9,4,0
1834,21,41,83.0,12,17,1,9,5.0,5,3,26.0,0,9,4,1
3117,30,23,91.0,7,15,3,3,5.0,2,3,26.0,0,9,4,3
436,38,45,91.0,1,12,1,2,3.0,6,4,25.0,0,10,6,2
1316,14,25,89.0,22,10,6,9,6.0,9,1,26.0,2,10,5,1
1623,23,21,88.0,6,20,4,5,6.0,10,5,26.0,1,7,6,2
1480,27,39,82.0,1,17,5,9,8.0,6,6,25.0,2,9,3,0
1648,11,58,88.0,1,16,1,7,4.0,2,4,25.0,1,8,3,1
1003,22,54,80.0,17,14,6,5,6.0,3,4,26.0,1,9,6,1
1278,40,43,82.0,14,15,5,1,5.0,6,2,27.0,2,8,6,0
1823,57,26,91.0,5,21,2,7,5.0,5,5,25.0,2,9,6,2
3202,22,42,86.0,0,18,8,2,5.0,4,5,26.0,0,8,6,3
3818,32,28,89.0,15,7,9,10,5.0,0,5,26.0,0,7,3,0
1836,37,49,92.0,10,17,0,0,4.0,6,5,24.0,1,10,4,2
3768,52,43,85.0,15,9,2,2,5.0,4,4,26.0,1,10,5,3
2352,48,48,89.0,20,13,4,6,3.0,2,1,25.0,2,8,5,1
2282,40,21,87.0,4,8,10,0,5.0,9,1,26.0,0,7,4,1
1546,30,46,91.0,11,15,1,1,4.0,0,4,25.0,1,10,3,0
335,38,33,91.0,8,10,6,10,4.0,1,7,25.0,1,7,6,3
2617,48,54,78.0,17,17,9,7,5.0,7,6,27.0,2,9,4,2
88,55,52,75.0,21,13,2,8,8.0,4,3,26.0,0,10,6,0
874,29,25,89.0,16,10,1,2,5.0,5,2,25.0,2,7,5,2
3477,24,54,77.0,14,7,3,3,5.0,4,3,26.0,2,9,6,0
543,47,42,88.0,0,12,4,6,5.0,0,6,25.0,0,8,6,1
1241,34,40,76.0,13,19,8,2,6.0,5,1,26.0,1,10,3,1
2760,52,54,87.0,4,18,5,5,5.0,9,5,26.0,1,9,5,0
1880,29,52,93.0,15,20,9,1,4.0,7,7,25.0,1,8,3,1
3828,34,25,89.0,17,19,4,9,3.0,8,2,26.0,0,7,5,1
3294,53,28,85.0,12,16,3,9,6.0,5,7,26.0,1,8,4,0
2269,59,58,78.0,5,11,2,0,6.0,7,3,26.0,0,10,4,1
319,20,34,86.0,11,8,0,2,4.0,2,6,26.0,0,8,6,2
519,32,44,94.0,22,14,0,0,4.0,0,5,25.0,0,8,6,1
3069,44,56,87.0,21,14,1,4,4.0,4,5,26.0,1,10,6,2
878,33,47,92.0,21,21,5,11,3.0,7,6,26.0,2,8,3,2
3966,16,44,91.0,11,21,7,0,5.0,9,2,26.0,2,9,4,2
825,11,25,92.0,17,8,6,1,3.0,6,6,26.0,2,7,6,0
1290,24,60,81.0,3,13,9,11,6.0,6,2,27.0,1,9,3,0
3397,56,57,88.0,10,20,9,3,5.0,6,7,26.0,0,9,6,0
3725,48,18,74.0,21,7,7,2,5.0,4,6,29.0,1,7,6,1
138,19,48,77.0,19,13,1,2,7.0,6,5,27.0,1,9,3,1
163,35,37,86.0,11,18,0,8,4.0,10,6,26.0,0,7,6,2
1618,60,30,85.0,23,12,7,6,5.0,3,1,27.0,0,9,4,2
3753,38,43,88.0,22,17,0,9,4.0,6,5,25.0,1,8,4,2
1791,34,52,92.0,13,17,0,5,3.0,3,6,26.0,1,9,5,3
1045,11,22,88.0,15,13,1,5,5.0,9,7,26.0,2,9,5,3
960,42,44,82.0,11,10,0,7,5.0,6,4,26.0,1,10,3,3
2879,31,47,89.0,20,16,1,1,6.0,0,2,26.0,1,9,4,3
1750,22,44,90.0,3,16,0,1,6.0,1,2,26.0,1,7,4,2
3400,35,60,73.0,8,13,10,2,6.0,10,4,26.0,1,10,5,0
3404,40,52,79.0,8,9,3,7,6.0,7,3,27.0,1,7,5,2
1504,13,47,76.0,16,10,9,2,5.0,2,6,28.0,2,9,4,2
3050,32,30,85.0,5,19,6,7,8.0,5,7,26.0,2,10,6,0
3915,26,24,94.0,0,18,0,4,4.0,3,7,26.0,1,7,6,1
1059,41,58,90.0,22,21,8,5,4.0,4,4,26.0,0,9,5,1
2681,24,55,86.0,23,12,7,1,6.0,5,7,27.0,1,9,5,3
3678,49,35,78.0,19,7,10,4,4.0,4,3,27.0,0,9,5,1
655,27,52,88.0,23,21,6,3,5.0,0,6,26.0,1,8,3,3
2064,31,24,89.0,3,14,0,7,4.0,1,1,25.0,1,7,4,1
3061,26,50,79.0,18,13,4,9,5.0,5,1,28.0,0,9,5,1
137,25,30,79.0,19,15,6,5,7.0,9,5,27.0,0,7,6,1
3715,52,45,84.0,14,11,3,2,6.0,2,1,26.0,0,7,5,1
1976,48,47,91.0,3,14,3,1,5.0,6,5,25.0,1,8,6,1
1581,48,42,88.0,16,21,9,0,4.0,4,6,27.0,2,9,5,2
697,35,39,89.0,4,21,2,4,5.0,7,7,26.0,1,10,3,1
1097,34,44,76.0,1,20,6,2,5.0,9,3,27.0,0,9,3,1
3981,31,18,86.0,7,13,10,2,4.0,9,6,26.0,1,9,3,3
3460,43,38,72.0,23,18,9,3,5.0,1,5,29.0,2,9,4,2
2453,56,22,89.0,17,19,4,6,6.0,10,5,26.0,0,7,3,1
2496,40,49,82.0,13,11,2,4,5.0,1,3,28.0,0,9,5,2
1392,30,23,85.0,13,12,10,3,4.0,1,2,26.0,1,10,3,0
3876,19,50,84.0,2,19,8,10,7.0,2,2,27.0,1,10,5,2
1266,39,38,87.0,23,18,8,6,5.0,2,6,25.0,1,9,4,0
2375,23,38,82.0,10,21,3,4,5.0,1,7,27.0,2,9,3,3
2365,45,54,77.0,13,10,3,7,8.0,7,1,27.0,0,8,5,0
135,28,41,72.0,17,14,6,11,7.0,0,5,28.0,1,10,6,0
1169,15,36,91.0,3,17,6,1,4.0,6,5,26.0,2,10,5,3
2574,35,53,84.0,16,19,6,0,6.0,5,2,26.0,0,9,3,3
2135,32,28,84.0,10,19,9,9,5.0,7,2,26.0,0,10,6,0
1503,54,21,78.0,4,17,0,10,6.0,5,2,27.0,0,8,4,1
1362,60,55,90.0,7,14,8,7,5.0,0,4,26.0,0,9,4,1
3170,29,42,92.0,9,10,8,11,4.0,6,4,26.0,1,9,5,1
148,26,53,84.0,1,8,0,2,4.0,6,6,26.0,2,7,3,1
303,37,37,87.0,1,9,6,11,4.0,2,6,26.0,0,9,6,2
1017,21,58,82.0,22,10,9,2,5.0,10,2,27.0,0,10,5,0
1924,12,19,90.0,9,15,6,2,6.0,7,2,26.0,1,9,5,3
1052,49,33,90.0,5,7,4,3,5.0,3,4,26.0,2,8,4,1
3622,31,38,85.0,17,14,1,0,6.0,4,4,26.0,0,7,4,0
2413,30,43,82.0,16,15,7,9,6.0,3,4,27.0,2,9,4,3
2637,49,22,74.0,13,19,9,2,7.0,6,4,27.0,2,10,3,0
3778,25,27,88.0,8,9,0,4,4.0,3,6,26.0,1,7,5,3
